From,To,Term,Result,Score
Chemical Name,InChIKey,"L-Serine",MTCFGRXMJLQNBG-REOHCLBHSA-N,1
Chemical Name,InChIKey,"5,6,7,8-Tetrahydrofolate",MSTNYGQPCMXVAQ-KIYNQFGBSA-N,1
Chemical Name,InChIKey,"N-((R)-4-Phosphopantothenoyl)-L-cysteine",XQYALQVLCNHCFT-CBAPKCEASA-N,1
Chemical Name,InChIKey,"DGMP C10H12N5O7P",LTFMZDNNPPEQNG-KVQBGUIXSA-N,1
Chemical Name,InChIKey,"Dethiobiotin",AUTOLBMXDDTRRT-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Protoheme C34H30FeN4O4",KABFMIBPWCXCRK-RGGAHWMASA-L,1
Chemical Name,InChIKey,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)",ODJYINYQGFIIRK-LEWJYISDSA-M,1
Chemical Name,InChIKey,"Myo-Inositol hexakisphosphate",IMQLKJBTEOYOSI-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Dihydromonapterin-triphosphate",DGGUVLXVLHAAGT-NJGYIYPDSA-J,1
Chemical Name,InChIKey,"D-Fructose 1-phosphate",RHKKZBWRNHGJEZ-VRPWFDPXSA-N,1
Chemical Name,InChIKey,"1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate",MDSIZRKJVDMQOQ-GORDUTHDSA-K,1
Chemical Name,InChIKey,"(O16 antigen)x2 undecaprenyl diphosphate",XLRHXNIVIZZOON-WFUPGROFSA-L,1
Chemical Name,InChIKey,"O-Phospho-L-homoserine",FXDNYOANAXWZHG-VKHMYHEASA-N,1
Chemical Name,InChIKey,"Alpha-D-Ribose 1-phosphate",YXJDFQJKERBOBM-TXICZTDVSA-N,1
Chemical Name,InChIKey,"2(alpha-D-Mannosyl-6-phosphate)-D-glycerate",BOLXAGHGKNGVBE-MTXRGOKVSA-K,1
Chemical Name,InChIKey,"GDP-4-oxo-L-fucose",PNHLMHWWFOPQLK-WAMCPPDZSA-L,1
Chemical Name,InChIKey,"1-deoxy-D-xylulose 5-phosphate",AJPADPZSRRUGHI-RFZPGFLSSA-N,1
Chemical Name,InChIKey,"3-Phospho-D-glycerate",OSJPPGNTCRNQQC-UWTATZPHSA-N,1
Chemical Name,InChIKey,"D-Glucose 6-phosphate",VFRROHXSMXFLSN-SLPGGIOYSA-N,1
Chemical Name,InChIKey,"Trans-Aconitate",GTZCVFVGUGFEME-HNQUOIGGSA-N,1
Chemical Name,InChIKey,"(O16 antigen)x3 undecaprenyl diphosphate",XLRHXNIVIZZOON-WFUPGROFSA-L,1
Chemical Name,InChIKey,"Myristoyl-ACP (n-C14:0ACP)",GFFGJBXGBJISGV-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"6-phospho-D-glucono-1,5-lactone",IJOJIVNDFQSGAB-SQOUGZDYSA-N,1
Chemical Name,InChIKey,"L-Proline",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1
Chemical Name,InChIKey,"5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide",ABCOOORLYAOBOZ-KQYNXXCUSA-N,1
Chemical Name,InChIKey,"Rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate",ORYXFVQODWYDMG-JXWMOMLFSA-L,1
Chemical Name,InChIKey,"2-tetradecanoyl-sn-glycerol 3-phosphate",FAZBDRGXCKPVJU-MRXNPFEDSA-L,1
Chemical Name,InChIKey,"Pyridoxine 5'-phosphate",WHOMFKWHIQZTHY-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"2-Dehydro-D-gluconate",VBUYCZFBVCCYFD-JJYYJPOSSA-N,1
Chemical Name,InChIKey,"Acetyl-maltose",IJVLHLCOMOKFHH-DURRTVQMSA-N,1
Chemical Name,InChIKey,"Chorismate",WTFXTQVDAKGDEY-HTQZYQBOSA-N,1
Chemical Name,InChIKey,"D-Allose",WQZGKKKJIJFFOK-IVMDWMLBSA-N,1
Chemical Name,InChIKey,"Trans-Hex-2-enoyl-CoA",OINXHIBNZUUIMR-IXUYQXAASA-N,1
Chemical Name,InChIKey,"Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)",GYCPLYCTMDTEPU-UHFFFAOYSA-N,0
Chemical Name,InChIKey,"(S)-3-Hydroxyhexadecanoyl-CoA",DEHLMTDDPWDRDR-QQOJFMBSSA-J,1
Chemical Name,InChIKey,"L-Aspartate",CKLJMWTZIZZHCS-REOHCLBHSA-N,1
Chemical Name,InChIKey,"2-Demethylmenaquinone 8",OSDFYZPKJKRCRR-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Thiosulfate",DHCDFWKWKRSZHF-UHFFFAOYSA-L,1
Chemical Name,InChIKey,"Coenzyme A",RGJOEKWQDUBAIZ-IBOSZNHHSA-N,1
Chemical Name,InChIKey,"(-)-Ureidoglycolate",NWZYYCVIOKVTII-SFOWXEAESA-N,1
Chemical Name,InChIKey,"Shikimate 5-phosphate",QYOJSKGCWNAKGW-PBXRRBTRSA-N,1
Chemical Name,InChIKey,"N2-Succinyl-L-ornithine",VWXQFHJBQHTHMK-LURJTMIESA-N,1
Chemical Name,InChIKey,"UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine",BEGZZYPUNCJHKP-DBYWSUQTSA-N,1
Chemical Name,InChIKey,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",OZSITQMWYBNPMW-GDLZYMKVSA-L,1
Chemical Name,InChIKey,"L-tartrate",FEWJPZIEWOKRBE-JCYAYHJZSA-L,1
Chemical Name,InChIKey,"1-(5-Phosphoribosyl)-ATP",RKNHJBVBFHDXGR-KEOHHSTQSA-N,1
Chemical Name,InChIKey,"1,4-alpha-D-glucan",WQZGKKKJIJFFOK-DVKNGEFBSA-N,1
Chemical Name,InChIKey,"L-Lysine-tRNA (Lys)",KDXKERNSBIXSRK-YFKPBYRVSA-N,1
Chemical Name,InChIKey,"Phospho-heptosyl-heptosyl-kdo2-lipidA",XNYUHCDJIRFEJF-LIOVHSHWSA-F,1
Chemical Name,InChIKey,"S-Adenosyl-L-homocysteine",ZJUKTBDSGOFHSH-WFMPWKQPSA-N,1
Chemical Name,InChIKey,"Molybdate",MEFBJEMVZONFCJ-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Thymidine C10H14N2O5",IQFYYKKMVGJFEH-XLPZGREQSA-N,1
Chemical Name,InChIKey,"Iron (Fe3+)",VTLYFUHAOXGGBS-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)",LYCAIKOWRPUZTN-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"(S)-2-Acetolactate",NMDWGEGFJUBKLB-YFKPBYRVSA-N,1
Chemical Name,InChIKey,"DAMP C10H12N5O6P",KHWCHTKSEGGWEX-RRKCRQDMSA-N,1
Chemical Name,InChIKey,"Undecaprenyl diphospho N-acetyl-glucosamine",NEVJGTXBHJNFAZ-JXCMATCVSA-L,1
Chemical Name,InChIKey,"3-Phosphohydroxypyruvate",LFLUCDOSQPJJBE-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"Allantoate",NUCLJNSWZCHRKL-UHFFFAOYSA-M,1
Chemical Name,InChIKey,"Periplasmic protein disulfide isomerase I (reduced)",AGPKZVBTJJNPAG-WHFBIAKZSA-N,1
Chemical Name,InChIKey,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",RTNLUFLDZOAXIC-UHFFFAOYSA-N,0
Chemical Name,InChIKey,"Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",DAUAQNGYDSHRET-UHFFFAOYSA-N,0
Chemical Name,InChIKey,"D-Gluconate",RGHNJXZEOKUKBD-SQOUGZDYSA-N,1
Chemical Name,InChIKey,"(R)-Pantothenate",GHOKWGTUZJEAQD-ZETCQYMHSA-N,1
Chemical Name,InChIKey,"Oxamate",SOWBFZRMHSNYGE-UHFFFAOYSA-N,1
Chemical Name,InChIKey,"4-Hydroxyphenylacetaldehyde",IPRPPFIAVHPVJH-UHFFFAOYSA-N,1
